,sentiment
26920,"[{'confidence': 0.69121856473037, 'value': 'negative'}]"
26922,"[{'confidence': 0.61303217200861, 'value': 'neutral'}]"
26947,"[{'confidence': 0.54536200252429, 'value': 'neutral'}]"
26953,"[{'confidence': 0.50829553060817, 'value': 'neutral'}]"
26956,"[{'confidence': 0.5105980739122, 'value': 'negative'}]"
26963,"[{'confidence': 0.77837907743662, 'value': 'negative'}]"
26964,"[{'confidence': 0.52660590211297, 'value': 'neutral'}]"
26968,"[{'confidence': 0.54498230088993, 'value': 'negative'}]"
26974,"[{'confidence': 0.83516579830813, 'value': 'positive'}]"
26975,"[{'confidence': 0.50552845062016, 'value': 'neutral'}]"
26979,"[{'confidence': 0.79151910630492, 'value': 'negative'}]"
26984,"[{'confidence': 0.57187087107867, 'value': 'neutral'}]"
26992,"[{'confidence': 0.61757563007847, 'value': 'neutral'}]"
26998,
27015,
27021,"[{'confidence': 0.55233596642721, 'value': 'neutral'}]"
27028,"[{'confidence': 0.61260783881063, 'value': 'negative'}]"
27034,"[{'confidence': 0.717408604812, 'value': 'positive'}]"
27054,"[{'confidence': 0.74976211546124, 'value': 'negative'}]"
27058,"[{'confidence': 0.52156501412972, 'value': 'neutral'}]"
27076,"[{'confidence': 0.65355437981334, 'value': 'negative'}]"
27080,"[{'confidence': 0.55177934210477, 'value': 'negative'}]"
27086,"[{'confidence': 0.68190496259018, 'value': 'negative'}]"
27092,"[{'confidence': 0.53124099433514, 'value': 'negative'}]"
27100,"[{'confidence': 0.54073731507814, 'value': 'positive'}]"
27101,"[{'confidence': 0.60992114857174, 'value': 'negative'}]"
27110,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
27180,"[{'confidence': 0.84289490556506, 'value': 'negative'}]"
27187,"[{'confidence': 0.5294542372276, 'value': 'negative'}]"
27189,"[{'confidence': 0.54643970076905, 'value': 'neutral'}]"
27201,"[{'confidence': 0.66257595378472, 'value': 'neutral'}]"
27204,
27211,"[{'confidence': 0.77679370648415, 'value': 'negative'}]"
27218,"[{'confidence': 0.53266196449644, 'value': 'negative'}]"
27220,"[{'confidence': 0.52565162615304, 'value': 'neutral'}]"
27222,
27225,"[{'confidence': 0.50579099726416, 'value': 'negative'}]"
27227,"[{'confidence': 0.5173711686588, 'value': 'neutral'}]"
27229,"[{'confidence': 0.53060586917465, 'value': 'negative'}]"
27230,"[{'confidence': 0.63866042787857, 'value': 'negative'}]"
27231,
27233,"[{'confidence': 0.69350819789202, 'value': 'negative'}]"
27234,"[{'confidence': 0.6839557814317, 'value': 'negative'}]"
27257,"[{'confidence': 0.7499531418799, 'value': 'neutral'}]"
27258,"[{'confidence': 0.5425912230982, 'value': 'negative'}]"
27265,"[{'confidence': 0.50804222182179, 'value': 'negative'}]"
27284,"[{'confidence': 0.59406297083729, 'value': 'neutral'}]"
27288,"[{'confidence': 0.54885817376364, 'value': 'negative'}]"
27293,"[{'confidence': 0.58405899409053, 'value': 'neutral'}]"
27295,
27312,"[{'confidence': 0.67075622392262, 'value': 'negative'}]"
27315,"[{'confidence': 0.81254314987509, 'value': 'negative'}]"
27317,"[{'confidence': 0.67469763115916, 'value': 'negative'}]"
27325,
27326,"[{'confidence': 0.50461618947067, 'value': 'neutral'}]"
27329,"[{'confidence': 0.54775696499693, 'value': 'negative'}]"
27337,"[{'confidence': 0.57942121200022, 'value': 'negative'}]"
27339,"[{'confidence': 0.58412521146404, 'value': 'neutral'}]"
27346,"[{'confidence': 0.61626671697542, 'value': 'negative'}]"
27350,"[{'confidence': 0.6666854105721, 'value': 'negative'}]"
27357,
27368,"[{'confidence': 0.54560881222482, 'value': 'neutral'}]"
27370,"[{'confidence': 0.68117027887113, 'value': 'neutral'}]"
27374,"[{'confidence': 0.75720226461987, 'value': 'neutral'}]"
27377,"[{'confidence': 0.65225117941505, 'value': 'negative'}]"
27379,"[{'confidence': 0.61029285556584, 'value': 'negative'}]"
27383,"[{'confidence': 0.58739983759132, 'value': 'negative'}]"
27390,"[{'confidence': 0.81302684445043, 'value': 'neutral'}]"
27392,"[{'confidence': 0.65075003358709, 'value': 'neutral'}]"
27393,"[{'confidence': 0.52996629121773, 'value': 'negative'}]"
27395,"[{'confidence': 0.61602473498411, 'value': 'negative'}]"
27400,
27413,"[{'confidence': 0.55867737304236, 'value': 'neutral'}]"
27416,"[{'confidence': 0.54673261921552, 'value': 'neutral'}]"
27426,"[{'confidence': 0.50130121955586, 'value': 'negative'}]"
27428,
27430,"[{'confidence': 0.8363716617991, 'value': 'negative'}]"
27450,"[{'confidence': 0.55812613444029, 'value': 'neutral'}]"
27458,"[{'confidence': 0.6609087616801, 'value': 'neutral'}]"
27473,"[{'confidence': 0.53527718936028, 'value': 'neutral'}]"
27496,
27499,"[{'confidence': 0.85249381888868, 'value': 'positive'}]"
27501,"[{'confidence': 0.57068372509729, 'value': 'neutral'}]"
27511,"[{'confidence': 0.67277603943314, 'value': 'negative'}]"
27525,
27559,"[{'confidence': 0.59437054142559, 'value': 'negative'}]"
27564,"[{'confidence': 0.80973207996089, 'value': 'positive'}]"
27613,"[{'confidence': 0.93998938692956, 'value': 'positive'}]"
27652,"[{'confidence': 0.72353846170705, 'value': 'negative'}]"
27680,"[{'confidence': 0.54601990008817, 'value': 'negative'}]"
27682,"[{'confidence': 0.62224150817949, 'value': 'neutral'}]"
27696,"[{'confidence': 0.80230718596356, 'value': 'positive'}]"
27709,"[{'confidence': 0.71848683891078, 'value': 'neutral'}]"
27711,"[{'confidence': 0.59883254629996, 'value': 'negative'}]"
27712,"[{'confidence': 0.52345461269949, 'value': 'negative'}]"
27714,"[{'confidence': 0.69147413335438, 'value': 'negative'}]"
27716,"[{'confidence': 0.54452223681025, 'value': 'neutral'}]"
27717,"[{'confidence': 0.71309280459072, 'value': 'negative'}]"
27725,"[{'confidence': 0.71598757321054, 'value': 'positive'}]"
27731,"[{'confidence': 0.55782687904015, 'value': 'negative'}]"
27735,"[{'confidence': 0.66960167138343, 'value': 'negative'}]"
27742,"[{'confidence': 0.60907780730323, 'value': 'negative'}]"
27743,"[{'confidence': 0.56336724055784, 'value': 'negative'}]"
27753,"[{'confidence': 0.6516439865279, 'value': 'positive'}]"
27760,"[{'confidence': 0.74383324494109, 'value': 'negative'}]"
27762,
27765,"[{'confidence': 0.51284290738115, 'value': 'neutral'}]"
27767,"[{'confidence': 0.64002251164206, 'value': 'positive'}]"
27768,
27773,"[{'confidence': 0.56076884046672, 'value': 'neutral'}]"
27787,
27797,"[{'confidence': 0.54459994214861, 'value': 'neutral'}]"
27804,"[{'confidence': 0.6907377239574, 'value': 'neutral'}]"
27808,"[{'confidence': 0.56739943280393, 'value': 'neutral'}]"
27812,"[{'confidence': 0.62861103030664, 'value': 'negative'}]"
27815,"[{'confidence': 0.77647899621503, 'value': 'negative'}]"
27830,"[{'confidence': 0.84391516506197, 'value': 'negative'}]"
27835,"[{'confidence': 0.58297638599108, 'value': 'negative'}]"
27844,
27849,"[{'confidence': 0.61551898791095, 'value': 'neutral'}]"
27855,
27858,"[{'confidence': 0.7463182916925, 'value': 'negative'}]"
27875,"[{'confidence': 0.5362973657358, 'value': 'neutral'}]"
27878,"[{'confidence': 0.78242760568488, 'value': 'neutral'}]"
27883,"[{'confidence': 0.76264686291025, 'value': 'neutral'}]"
27884,
27885,"[{'confidence': 0.5069649140443, 'value': 'negative'}]"
27890,"[{'confidence': 0.81830460442144, 'value': 'negative'}]"
27893,"[{'confidence': 0.51788317388105, 'value': 'negative'}]"
27895,"[{'confidence': 0.67823231575583, 'value': 'negative'}]"
27897,"[{'confidence': 0.70258848966837, 'value': 'negative'}]"
27904,"[{'confidence': 0.68968540882735, 'value': 'negative'}]"
27905,"[{'confidence': 0.79744601193294, 'value': 'negative'}]"
27908,
27911,
27913,"[{'confidence': 0.58735428905937, 'value': 'neutral'}]"
27915,"[{'confidence': 0.61394870239143, 'value': 'neutral'}]"
27917,
27924,"[{'confidence': 0.87258392869023, 'value': 'negative'}]"
27927,
27939,"[{'confidence': 0.83607310380117, 'value': 'neutral'}]"
27944,"[{'confidence': 0.67893641323883, 'value': 'negative'}]"
27957,"[{'confidence': 0.54784656079364, 'value': 'negative'}]"
27960,"[{'confidence': 0.60599429221616, 'value': 'negative'}]"
27969,"[{'confidence': 0.55302828427229, 'value': 'negative'}]"
27973,
27984,"[{'confidence': 0.77570677598938, 'value': 'negative'}]"
27988,"[{'confidence': 0.52182500314559, 'value': 'neutral'}]"
27989,"[{'confidence': 0.75928669696402, 'value': 'neutral'}]"
27991,"[{'confidence': 0.63131338542889, 'value': 'negative'}]"
27995,"[{'confidence': 0.66502212799253, 'value': 'neutral'}]"
27998,"[{'confidence': 0.56418670087756, 'value': 'negative'}]"
28006,"[{'confidence': 0.57716339802577, 'value': 'negative'}]"
28008,"[{'confidence': 0.74879044044109, 'value': 'negative'}]"
28020,"[{'confidence': 0.70234907471075, 'value': 'neutral'}]"
28023,"[{'confidence': 0.64057093775587, 'value': 'negative'}]"
28028,"[{'confidence': 0.52235860224579, 'value': 'neutral'}]"
28036,"[{'confidence': 0.53826379090454, 'value': 'negative'}]"
28040,"[{'confidence': 0.61176245997738, 'value': 'negative'}]"
28044,"[{'confidence': 0.68543313797435, 'value': 'neutral'}]"
28045,"[{'confidence': 0.76987320567501, 'value': 'negative'}]"
28048,"[{'confidence': 0.59168391312142, 'value': 'negative'}]"
28050,"[{'confidence': 0.60312008447002, 'value': 'negative'}]"
28052,"[{'confidence': 0.62267678244641, 'value': 'negative'}]"
28054,"[{'confidence': 0.61525887142144, 'value': 'negative'}]"
28056,"[{'confidence': 0.6458454195605, 'value': 'negative'}]"
28064,"[{'confidence': 0.50733321733996, 'value': 'positive'}]"
28072,"[{'confidence': 0.50542754914664, 'value': 'neutral'}]"
28082,
28090,"[{'confidence': 0.55280012812318, 'value': 'negative'}]"
28093,"[{'confidence': 0.58057933040494, 'value': 'negative'}]"
28096,"[{'confidence': 0.64248656921984, 'value': 'negative'}]"
28098,"[{'confidence': 0.72680902241022, 'value': 'neutral'}]"
28101,"[{'confidence': 0.50155050960793, 'value': 'neutral'}]"
28108,"[{'confidence': 0.52182239048384, 'value': 'negative'}]"
28113,"[{'confidence': 0.53494745700051, 'value': 'neutral'}]"
28116,"[{'confidence': 0.57242394770133, 'value': 'negative'}]"
28129,"[{'confidence': 0.72156358590847, 'value': 'negative'}]"
28131,"[{'confidence': 0.60813474653467, 'value': 'positive'}]"
28135,"[{'confidence': 0.55769526149008, 'value': 'neutral'}]"
28138,"[{'confidence': 0.68211323752668, 'value': 'negative'}]"
28141,
28144,"[{'confidence': 0.74268394923476, 'value': 'negative'}]"
28149,"[{'confidence': 0.6376680663516, 'value': 'negative'}]"
28164,
28173,"[{'confidence': 0.62595939840552, 'value': 'negative'}]"
28177,"[{'confidence': 0.58747007537817, 'value': 'negative'}]"
28190,"[{'confidence': 0.61761593875565, 'value': 'negative'}]"
28192,"[{'confidence': 0.70316410175593, 'value': 'neutral'}]"
28199,"[{'confidence': 0.51464878604226, 'value': 'neutral'}]"
28205,
28206,
28208,"[{'confidence': 0.85328721997363, 'value': 'negative'}]"
28210,"[{'confidence': 0.6325220434873, 'value': 'negative'}]"
28211,"[{'confidence': 0.56715797813263, 'value': 'neutral'}]"
28213,"[{'confidence': 0.6533307975966, 'value': 'neutral'}]"
28224,"[{'confidence': 0.87828362550209, 'value': 'negative'}]"
28244,"[{'confidence': 0.75715882557287, 'value': 'neutral'}]"
28246,"[{'confidence': 0.50605129737875, 'value': 'negative'}]"
28249,"[{'confidence': 0.56431890861484, 'value': 'negative'}]"
28258,"[{'confidence': 0.64261829900679, 'value': 'negative'}]"
28261,"[{'confidence': 0.72916269673753, 'value': 'negative'}]"
28264,"[{'confidence': 0.54714667361628, 'value': 'negative'}]"
28274,"[{'confidence': 0.66095548370461, 'value': 'negative'}]"
28277,"[{'confidence': 0.56745977025254, 'value': 'neutral'}]"
28280,"[{'confidence': 0.70385158233391, 'value': 'neutral'}]"
28284,"[{'confidence': 0.68321990623874, 'value': 'neutral'}]"
28288,"[{'confidence': 0.51561219049621, 'value': 'neutral'}]"
28295,"[{'confidence': 0.61539596770039, 'value': 'negative'}]"
28308,"[{'confidence': 0.50268120549228, 'value': 'negative'}]"
28316,"[{'confidence': 0.54618089298125, 'value': 'negative'}]"
28318,
28323,"[{'confidence': 0.64497773948869, 'value': 'neutral'}]"
28328,
28329,"[{'confidence': 0.66920309542711, 'value': 'negative'}]"
28332,"[{'confidence': 0.67740588978985, 'value': 'neutral'}]"
28334,"[{'confidence': 0.52630459925205, 'value': 'neutral'}]"
28339,"[{'confidence': 0.54852860876683, 'value': 'neutral'}]"
28341,"[{'confidence': 0.51913178452923, 'value': 'neutral'}]"
28345,"[{'confidence': 0.5553839153665, 'value': 'neutral'}]"
28350,"[{'confidence': 0.65569912400005, 'value': 'negative'}]"
28352,"[{'confidence': 0.50358675678239, 'value': 'neutral'}]"
28356,"[{'confidence': 0.73871486409472, 'value': 'negative'}]"
28359,
28360,"[{'confidence': 0.8180017448628, 'value': 'negative'}]"
28361,"[{'confidence': 0.59783357820457, 'value': 'negative'}]"
28363,"[{'confidence': 0.61936063679047, 'value': 'neutral'}]"
28374,"[{'confidence': 0.57225989233753, 'value': 'negative'}]"
28376,"[{'confidence': 0.56026612857315, 'value': 'neutral'}]"
28378,
28386,"[{'confidence': 0.55499677297212, 'value': 'neutral'}]"
28388,"[{'confidence': 0.58010595099577, 'value': 'negative'}]"
28389,"[{'confidence': 0.93799388474106, 'value': 'positive'}]"
28395,"[{'confidence': 0.6205050420671, 'value': 'positive'}]"
28398,"[{'confidence': 0.69639325633232, 'value': 'neutral'}]"
28399,"[{'confidence': 0.60091847653999, 'value': 'negative'}]"
28403,"[{'confidence': 0.53634266320709, 'value': 'neutral'}]"
28405,"[{'confidence': 0.5346265953007, 'value': 'neutral'}]"
28406,"[{'confidence': 0.63677679457471, 'value': 'negative'}]"
28409,
28415,"[{'confidence': 0.5016484842389, 'value': 'neutral'}]"
28416,"[{'confidence': 0.60362350517426, 'value': 'neutral'}]"
28421,"[{'confidence': 0.5809498629195, 'value': 'negative'}]"
28427,"[{'confidence': 0.68380088459695, 'value': 'negative'}]"
28432,"[{'confidence': 0.50831888995808, 'value': 'neutral'}]"
28436,
28443,"[{'confidence': 0.55295062876869, 'value': 'neutral'}]"
28450,
28464,"[{'confidence': 0.76398910107678, 'value': 'negative'}]"
28481,"[{'confidence': 0.5547563968003, 'value': 'neutral'}]"
28484,"[{'confidence': 0.53159784561252, 'value': 'negative'}]"
28490,"[{'confidence': 0.57955177352684, 'value': 'negative'}]"
28495,"[{'confidence': 0.72431730946549, 'value': 'negative'}]"
28506,
28507,"[{'confidence': 0.6523076898729, 'value': 'neutral'}]"
28517,"[{'confidence': 0.62707512371538, 'value': 'neutral'}]"
28519,"[{'confidence': 0.69126361822037, 'value': 'positive'}]"
28523,
28527,"[{'confidence': 0.57110403803279, 'value': 'negative'}]"
28528,"[{'confidence': 0.63824026698706, 'value': 'negative'}]"
28535,"[{'confidence': 0.73083871287732, 'value': 'negative'}]"
28536,"[{'confidence': 0.53227419487423, 'value': 'negative'}]"
28540,
28544,"[{'confidence': 0.50225038490673, 'value': 'negative'}]"
28551,"[{'confidence': 0.55205314192877, 'value': 'negative'}]"
28552,
28554,
28559,"[{'confidence': 0.64099072265063, 'value': 'neutral'}]"
28562,
28567,"[{'confidence': 0.72991705649852, 'value': 'positive'}]"
28571,"[{'confidence': 0.82048809754898, 'value': 'positive'}]"
28572,"[{'confidence': 0.57400173941615, 'value': 'neutral'}]"
28576,"[{'confidence': 0.71677392933726, 'value': 'negative'}]"
28582,"[{'confidence': 0.62605930413687, 'value': 'negative'}]"
28598,"[{'confidence': 0.55301964801946, 'value': 'negative'}]"
28611,"[{'confidence': 0.54376154434357, 'value': 'neutral'}]"
28619,"[{'confidence': 0.54423569281348, 'value': 'negative'}]"
28620,"[{'confidence': 0.6173541449612, 'value': 'negative'}]"
28621,"[{'confidence': 0.59029763781129, 'value': 'neutral'}]"
28628,"[{'confidence': 0.6950843416051, 'value': 'negative'}]"
28632,"[{'confidence': 0.53500096329881, 'value': 'neutral'}]"
28634,
28644,"[{'confidence': 0.73328882583661, 'value': 'positive'}]"
28666,
28667,"[{'confidence': 0.65764212163087, 'value': 'negative'}]"
28669,
28677,"[{'confidence': 0.7802844593676, 'value': 'negative'}]"
28680,
28685,"[{'confidence': 0.82555890453714, 'value': 'negative'}]"
28687,
28692,"[{'confidence': 0.50696796601731, 'value': 'neutral'}]"
28695,"[{'confidence': 0.72916669520497, 'value': 'negative'}]"
28696,
28697,"[{'confidence': 0.57254870081849, 'value': 'negative'}]"
28699,
28706,
28707,"[{'confidence': 0.75176371273905, 'value': 'negative'}]"
28708,
28709,"[{'confidence': 0.55787283115159, 'value': 'neutral'}]"
28713,
28721,"[{'confidence': 0.6736532495293, 'value': 'negative'}]"
28740,"[{'confidence': 0.57865749881925, 'value': 'negative'}]"
28745,
28750,"[{'confidence': 0.60841721760085, 'value': 'neutral'}]"
28755,"[{'confidence': 0.51988612633658, 'value': 'negative'}]"
28760,"[{'confidence': 0.53663234417548, 'value': 'negative'}]"
28766,"[{'confidence': 0.62664925002269, 'value': 'negative'}]"
28767,"[{'confidence': 0.60321129336605, 'value': 'negative'}]"
28775,"[{'confidence': 0.67256873134691, 'value': 'positive'}]"
28776,"[{'confidence': 0.5613407564707, 'value': 'negative'}]"
28779,"[{'confidence': 0.73758132419393, 'value': 'negative'}]"
28781,"[{'confidence': 0.61677975086448, 'value': 'negative'}]"
28785,
28787,"[{'confidence': 0.60701102128648, 'value': 'positive'}]"
28788,"[{'confidence': 0.71294539594196, 'value': 'negative'}]"
28790,"[{'confidence': 0.51071875904923, 'value': 'negative'}]"
28792,"[{'confidence': 0.52739537186364, 'value': 'neutral'}]"
28793,"[{'confidence': 0.8131749037687, 'value': 'negative'}]"
28794,
28798,
28800,
28811,
28815,
28823,"[{'confidence': 0.61466944523827, 'value': 'negative'}]"
28836,"[{'confidence': 0.53172986463219, 'value': 'negative'}]"
28839,"[{'confidence': 0.69787865522991, 'value': 'negative'}]"
28841,
28849,"[{'confidence': 0.52663634950615, 'value': 'negative'}]"
28851,
28852,"[{'confidence': 0.68864774955969, 'value': 'negative'}]"
28857,
28858,"[{'confidence': 0.60832125119168, 'value': 'negative'}]"
28860,"[{'confidence': 0.52629214543053, 'value': 'neutral'}]"
28866,"[{'confidence': 0.56005471472786, 'value': 'neutral'}]"
28867,"[{'confidence': 0.56636650769848, 'value': 'neutral'}]"
28868,
28895,
28899,
28900,"[{'confidence': 0.60885887988852, 'value': 'negative'}]"
28902,"[{'confidence': 0.59347816200808, 'value': 'negative'}]"
28910,"[{'confidence': 0.5732502946711, 'value': 'neutral'}]"
28912,"[{'confidence': 0.50842161112132, 'value': 'neutral'}]"
28923,
28927,
28932,"[{'confidence': 0.81326114681225, 'value': 'negative'}]"
28934,"[{'confidence': 0.77225917181192, 'value': 'negative'}]"
28935,"[{'confidence': 0.61022883665542, 'value': 'negative'}]"
28941,"[{'confidence': 0.6727809317213, 'value': 'neutral'}]"
28942,"[{'confidence': 0.53313558616978, 'value': 'negative'}]"
28944,"[{'confidence': 0.54845256581048, 'value': 'negative'}]"
